datesUnik;tempMoyheure;tempMoy
02/01/2011;22.99197917;23.36
03/01/2011;23.51135417;23.855
04/01/2011;22.84291667;23.99
05/01/2011;21.755625;22.9
06/01/2011;21.32583333;23.425
07/01/2011;21.67697917;22.395
08/01/2011;22.29;23.215
09/01/2011;22.90979167;23.365
10/01/2011;23.0746875;23.185
11/01/2011;23.285;25.185
12/01/2011;23.3671875;23.54
13/01/2011;24.13677083;24.86
14/01/2011;24.5934375;25.75
15/01/2011;25.7359375;26.23
16/01/2011;23.92114583;25.14
17/01/2011;23.3275;25.175
18/01/2011;21.65739583;23.06
19/01/2011;23.2275;23.525
20/01/2011;23.56020833;24.32
21/01/2011;22.88364583;23.52
22/01/2011;23.13010417;23.635
23/01/2011;23.06958333;23.6
24/01/2011;22.12927083;23.505
25/01/2011;22.6409375;23.45
26/01/2011;24.2196875;24.31
27/01/2011;24.48416667;25.98
28/01/2011;23.09114583;23.915
29/01/2011;22.66322917;22.445
30/01/2011;22.67854167;23.555
31/01/2011;25.26979167;26
01/02/2011;24.05645833;24.825
02/02/2011;23.84833333;24.815
03/02/2011;23.90427083;24.51
04/02/2011;23.35802083;24.19
05/02/2011;23.74114583;24.49
06/02/2011;23.48666667;23.73
07/02/2011;24.04072917;24.945
08/02/2011;23.49895833;24.34
09/02/2011;23.79375;25.025
10/02/2011;25.03854167;25.67
11/02/2011;23.83385417;25.575
12/02/2011;24.79697917;25.81
13/02/2011;24.52583333;26.06
14/02/2011;23.6809375;24.775
15/02/2011;23.95395833;24.61
16/02/2011;24.04854167;25.38
17/02/2011;24.14625;24.98
18/02/2011;25.3678125;26.02
19/02/2011;25.51802083;26.585
20/02/2011;25.14;26.03
21/02/2011;24.32947917;24.075
22/02/2011;25.1646875;25.73
23/02/2011;25.03083333;25.89
24/02/2011;24.8946875;25.955
25/02/2011;24.61583333;25.195
26/02/2011;25.44666667;26.87
27/02/2011;25.53083333;26.47
28/02/2011;24.7740625;25.625
01/03/2011;24.599375;25.35
02/03/2011;24.76854167;25.85
03/03/2011;23.69666667;25.835
04/03/2011;23.17010417;24.625
05/03/2011;23.11364583;25.135
06/03/2011;22.98135417;23.775
07/03/2011;23.70739583;24.825
08/03/2011;23.031875;23.18
09/03/2011;23.05364583;23.905
10/03/2011;24.14520833;25.205
11/03/2011;23.601875;24.195
12/03/2011;23.026875;23.78
13/03/2011;23.7078125;24.875
14/03/2011;23.50802083;25.04
15/03/2011;24.09479167;25.335
16/03/2011;23.86416667;25.61
17/03/2011;23.92604167;24.86
18/03/2011;23.02;24.06
19/03/2011;24.0415625;24.94
20/03/2011;24.65333333;25.81
21/03/2011;23.61291667;25.565
22/03/2011;23.520625;23.875
23/03/2011;23.95260417;24.345
24/03/2011;23.8334375;25.41
25/03/2011;22.97927083;24.24
26/03/2011;24.145625;25.555
27/03/2011;23.4998913;25.01
28/03/2011;23.595;24.65
29/03/2011;23.50229167;24.945
30/03/2011;23.37270833;23.98
31/03/2011;23.67666667;24.62
01/04/2011;22.94854167;24.195
02/04/2011;23.57104167;25.125
03/04/2011;22.9996875;24
04/04/2011;23.4828125;23.87
05/04/2011;23.44489583;24.93
06/04/2011;23.46010417;24.315
07/04/2011;23.91375;25.255
08/04/2011;23.559375;24.79
09/04/2011;23.18208333;24.68
10/04/2011;23.3825;24.215
11/04/2011;24.41625;24.945
12/04/2011;23.59708333;24.06
13/04/2011;23.58770833;24.39
14/04/2011;23.2653125;24
15/04/2011;21.5271875;22.705
16/04/2011;23.41239583;25.035
17/04/2011;23.7709375;25.97
18/04/2011;22.46885417;23.18
19/04/2011;22.89625;24.09
20/04/2011;21.53520833;22.555
21/04/2011;22.9603125;23.965
22/04/2011;21.78510417;23.225
23/04/2011;21.97;22.79
24/04/2011;22.3828125;23.615
25/04/2011;22.71041667;23.815
26/04/2011;22.46427083;24.135
27/04/2011;22.49125;23.635
28/04/2011;22.48395833;23.39
29/04/2011;22.0746875;22.65
30/04/2011;21.76364583;22.585
01/05/2011;21.49916667;22.69
02/05/2011;22.41354167;23.155
03/05/2011;21.60072917;23.265
04/05/2011;21.11302083;22.955
05/05/2011;21.55166667;22.54
06/05/2011;21.80239583;22.805
07/05/2011;22.14416667;23.345
08/05/2011;20.99270833;21.77
09/05/2011;20.7228125;21.7
10/05/2011;21.32166667;22.465
11/05/2011;21.47104167;21.965
12/05/2011;21.93604167;22.51
13/05/2011;20.91947917;21.915
14/05/2011;20.76666667;22.35
15/05/2011;20.46229167;21.845
16/05/2011;20.22760417;21.395
17/05/2011;20.34854167;21.08
