Date de relevéUC;Traitement;Plant;UC disparue;numéro de l'Unité de Croissance;Position ;Diamètre basal UC (mm);IA Type;IA Diam stade F;IL1 Type;IL1 Diam stade F;IL2 Type;IL2 Diam stade F;IL3 Type;IL3 Diam stade F;IL4 Type;IL4 Diam Stade F;IL5 Type;IL5 Diam stadeF;IL6 Type;IL6 Diam stadeF
22/06/2006;PS;F7;P;2;L;4,1;F;6,0;;;;;;;;;;;;
22/06/2006;PS;F7;P;4;A;5,9;F;5,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;5;A;5,3;F;5,8;F;4,2;;;;;;;;;;
22/06/2006;PS;F7;P;10;A;9,2;F;5,7;F;2,4;F;4,2;F;4,5;;;;;;
22/06/2006;PS;F7;P;11;L;4,5;F;5,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;12;L;3,8;F;4,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;13;L;4,5;F;5,2;;;;;;;;;;;;
22/06/2006;PS;F7;P;14;L;5,3;F;4,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;15;A;7,9;F;6,4;F;3,6;;;;;;;;;;
22/06/2006;PS;F7;P;17;A;5,1;F;3,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;18;A;6,9;F;5,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;20;L;4,8;F;5,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;21;L;5,8;F;5,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;22;A;8,6;F;6,3;F;4,3;F;5,3;;;;;;;;
22/06/2006;PS;F7;P;23;L;5,3;F;5,6;;;;;;;;;;;;
22/06/2006;PS;F7;P;25;A;4,7;F;4,3;F;4,5;;;;;;;;;;
22/06/2006;PS;F7;P;26;A;6,3;F;5,4;;;;;;;;;;;;
22/06/2006;PS;F7;P;27;A;6,8;F;5,2;;;;;;;;;;;;
22/06/2006;PS;F7;P;28;A;6,9;F;4,8;;;;;;;;;;;;
22/06/2006;PS;F7;P;29;A;7,1;F;4,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;30;A;5,7;F;4,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;31;A;6,7;F;2,6;F;1,5;;;;;;;;;;
22/06/2006;PS;F7;P;32;A;7,8;F;5,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;33;A;7,4;F;6,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;34;A;5,3;F;4,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;35;A;5,6;F;4,8;;;;;;;;;;;;
22/06/2006;PS;F7;P;36;A;3,8;F;3,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;37;A;4,7;F;4,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;38;A;6,2;F;4,6;;;;;;;;;;;;
22/06/2006;PS;F7;P;39;A;5,5;F;4,6;;;;;;;;;;;;
22/06/2006;PS;F7;P;40;A;6,9;F;5,8;;;;;;;;;;;;
22/06/2006;PS;F7;P;42;A;6,7;F;5,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;43;A;7,4;F;5,7;F;1,5;F;2,8;;;;;;;;
22/06/2006;PS;F7;P;44;A;5,7;F;5,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;45;A;8,0;F;5,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;46;A;6,9;F;4,3;F;3,8;;;;;;;;;;
22/06/2006;PS;F7;P;49;A;5,5;F;6,0;;;;;;;;;;;;
22/06/2006;PS;F7;P;50;L;5,1;F;3,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;51;L;2,6;F;2,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;54;A;6,1;F;5,2;;;;;;;;;;;;
22/06/2006;PS;F7;P;55;L;3,5;F;3,8;;;;;;;;;;;;
22/06/2006;PS;F7;P;58;A;5,6;F;4,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;59;L;5,5;F;4,6;;;;;;;;;;;;
22/06/2006;PS;F7;P;60;L;6,1;F;5,4;;;;;;;;;;;;
22/06/2006;PS;F7;P;61;A;6,7;F;5,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;62;L;2,6;F;2,9;;;;;;;;;;;;
22/06/2006;PS;F7;P;63;L;4,3;F;4,6;;;;;;;;;;;;
22/06/2006;PS;F7;P;64;A;6,8;F;5,4;;;;;;;;;;;;
22/06/2006;PS;F7;P;65;A;4,4;F;3,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;66;A;5,9;F;4,2;;;;;;;;;;;;
22/06/2006;PS;F7;P;67;L;3,6;F;2,5;;;;;;;;;;;;
22/06/2006;PS;F7;P;68;L;5,7;F;4,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;73;L;4,5;F;4,1;;;;;;;;;;;;
22/06/2006;PS;F7;P;74;L;3,0;F;2,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;75;A;5,9;F;4,8;;;;;;;;;;;;
22/06/2006;PS;F7;P;83;A;7,1;F;4,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;88;A;5,8;F;5,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;90;L;4,1;F;5,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;92;A;6,3;F;6,5;;;;;;;;;;;;
22/06/2006;PS;F7;P;94;A;7,6;F;7,8;F;4,1;;;;;;;;;;
22/06/2006;PS;F7;P;95;A;5,1;F;6,3;;;;;;;;;;;;
22/06/2006;PS;F7;P;96;A;3,3;F;3,7;;;;;;;;;;;;
22/06/2006;PS;F7;P;99;L;3,3;F;4,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;103;A;7,5;F;5,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;104;A;5,7;F;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;105;L;3,5;F;4,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;106;A;5,7;F;7,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;107;A;4,1;F;5,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;108;A;7,1;F;4,3;F;4,8;F;4,1;F;3,4;F;4,6;F;3,5;;
23/06/2006;PS;F7;P;109;A;4,5;F;4,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;111;L;6,2;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;112;L;4,7;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;114;A;5,9;F;4,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;115;A;7,1;F;6,0;F;3,2;;;;;;;;;;
23/06/2006;PS;F7;P;116;A;6,4;F;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;118;A;8,5;F;6,2;F;4,2;F;3,6;;;;;;;;
23/06/2006;PS;F7;P;119;L;4,3;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;120;A;7,8;F;6,5;F;3,1;F;3,0;;;;;;;;
23/06/2006;PS;F7;P;122;A;7,7;F;7,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;123;L;4,7;F;;;;;;;;;;;;;
23/06/2006;PS;F7;P;124;L;3,4;F;6,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;125;L;3,6;F;4,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;126;L;3,8;F;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;128;L;4,1;F;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;129;A;7,0;F;8,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;130;L;4,7;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;131;L;4,5;F;6,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;132;A;8,1;F;7,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;133;L;4,8;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;134;L;4,3;F;4,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;135;A;6,9;F;5,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;136;A;5,8;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;137;L;4,7;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;138;A;6,4;F;6,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;139;A;4,7;F;5,2;F;4,6;;;;;;;;;;
23/06/2006;PS;F7;P;140;A;6,1;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;141;L;3,0;F;3,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;142;L;3,9;F;3,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;143;A;7,5;F;6,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;144;L;4,1;F;4,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;145;A;6,9;F;6,5;F;3,4;;;;;;;;;;
23/06/2006;PS;F7;P;146;A;5,0;F;5,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;147;L;4,3;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;148;A;7,0;F;6,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;149;A;3,8;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;150;A;5,7;F;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;151;A;5,4;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;152;L;4,6;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;154;L;2,7;F;3,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;155;L;3,3;F;4,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;156;A;7,0;F;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;157;A;5,2;F;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;158;A;5,8;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;159;A;5,1;F;4,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;160;L;4,4;F;3,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;161;A;6,5;F;6,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;162;L;3,7;F;3,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;164;L;3,8;F;4,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;165;A;4,5;F;4,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;166;L;4,0;F;3,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;167;A;6,2;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;168;A;5,8;F;4,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;169;L;3,0;F;3,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;170;A;6,1;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;171;L;4,0;F;4,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;172;L;3,1;F;4,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;174;L;4,2;F;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;176;A;4,9;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;177;L;3,9;F;5,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;178;A;4,9;F;6,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;180;L;3,2;F;3,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;181;A;5,4;F;10,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;182;L;3,8;F;3,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;185;L;4,3;F;4,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;186;A;6,1;F;5,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;187;A;5,7;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;188;A;4,4;F;4,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;189;A;3,0;F;4,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;190;A;4,5;F;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;191;A;5,5;F;4,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;194;A;5,2;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;196;A;5,2;F;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;197;A;5,7;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;198;A;7,5;F;6,0;F;2,7;F;4,6;F;4,7;;;;;;
23/06/2006;PS;F7;P;199;L;5,4;F;6,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;200;L;3,1;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;201;L;5,7;F;5,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;202;L;6,8;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;203;L;3,7;F;4,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;204;L;4,0;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;205;A;7,5;F;6,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;206;L;2,6;F;3,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;207;A;4,5;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;208;A;6,8;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;209;A;6,2;F;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;210;L;4,9;F;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;211;L;4,5;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;214;L;4,9;F;7,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;215;A;7,5;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;217;A;4,5;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;218;L;5,2;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;219;L;3,1;F;3,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;220;L;4,2;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;221;L;5,7;F;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;222;A;7,4;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;225;L;4,8;F;6,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;226;L;3,3;F;5,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;227;L;3,8;F;4,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;228;L;3,3;F;3,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;229;L;2,4;F;3,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;230;L;4,6;F;4,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;231;L;3,6;F;4,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;232;L;5,1;F;3,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;233;L;3,0;F;3,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;234;A;7,1;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;235;A;4,4;F;5,6;;;;;;;;;;;;
23/06/2006;PS;F7;P;236;L;4,3;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;238;L;5,4;F;6,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;239;L;4,5;F;4,7;F;1,1;;;;;;;;;;
23/06/2006;PS;F7;P;244;L;5,1;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;245;L;5,3;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;246;L;3,1;F;3,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;247;L;4,0;F;5,7;;;;;;;;;;;;
23/06/2006;PS;F7;P;248;A;7,2;F;5,0;F;5,2;;;;;;;;;;
23/06/2006;PS;F7;P;249;A;6,0;F;6,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;251;A;7,2;F;5,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;252;L;4,2;F;5,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;253;A;5,5;F;5,2;;;;;;;;;;;;
23/06/2006;PS;F7;P;258;A;6,3;F;4,4;;;;;;;;;;;;
23/06/2006;PS;F7;P;259;L;3,4;F;4,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;260;A;5,8;F;7,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;261;A;8,1;F;7,1;F;2,0;F;2,9;F;3,6;;;;;;
23/06/2006;PS;F7;P;263;L;3,8;F;6,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;265;A;5,2;F;4,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;273;L;5,2;F;5,0;;;;;;;;;;;;
23/06/2006;PS;F7;P;274;L;3,6;F;5,5;;;;;;;;;;;;
23/06/2006;PS;F7;P;276;A;4,9;F;5,9;;;;;;;;;;;;
23/06/2006;PS;F7;P;278;L;4,8;F;6,3;;;;;;;;;;;;
23/06/2006;PS;F7;P;280;L;5,6;F;7,1;;;;;;;;;;;;
23/06/2006;PS;F7;P;290;L;3,3;F;4,8;;;;;;;;;;;;
23/06/2006;PS;F7;P;291;L;2,5;F;4,6;;;;;;;;;;;;
