Burst,Burst_date_child,Delta_Burst_date,Lateral_GU_daughter,No_Lateral_GU,burst_date_mother,is_loaded,nature_mother_V,position_mother_L,tree,uc
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,55517
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,55527
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,55548
1,1.0,10,1.0,5.0,3.0,0,0,1,F6,55568
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55586
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55601
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55613
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,55627
0,,,,,12.0,0,0,1,F6,55635
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55639
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55655
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55671
0,,,,,3.0,0,0,1,F6,55682
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,55686
0,,,,,10.0,0,1,1,F6,55691
1,1.0,16,1.0,1.0,10.0,0,1,1,F6,55693
0,,,,,10.0,0,1,1,F6,55697
0,,,,,12.0,0,0,1,F6,55701
1,1.0,10,1.0,2.0,3.0,0,0,0,F6,55705
0,,,,,12.0,0,1,1,F6,55714
0,,,,,12.0,0,1,1,F6,55716
0,,,,,12.0,0,1,1,F6,55718
0,,,,,11.0,0,1,0,F6,55723
0,,,,,12.0,0,0,1,F6,55727
0,,,,,12.0,0,0,1,F6,55730
0,,,,,12.0,0,0,1,F6,55733
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55737
0,,,,,12.0,0,0,1,F6,55754
0,,,,,12.0,0,1,1,F6,55760
0,,,,,12.0,0,1,1,F6,55762
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,55765
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,55788
0,,,,,12.0,0,0,1,F6,55800
0,,,,,12.0,0,0,1,F6,55803
1,1.0,14,1.0,1.0,12.0,0,1,1,F6,55806
1,1.0,14,1.0,3.0,12.0,0,0,1,F6,55811
0,,,,,12.0,0,1,1,F6,55822
0,,,,,3.0,0,0,0,F6,55825
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,55829
0,,,,,12.0,0,1,1,F6,55843
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55846
0,,,,,12.0,0,1,1,F6,55858
0,,,,,12.0,0,0,1,F6,55860
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,55864
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,55881
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,55895
0,,,,,12.0,0,1,1,F6,55908
0,,,,,12.0,0,0,1,F6,55912
1,1.0,14,1.0,1.0,12.0,0,0,1,F6,55915
1,1.0,10,1.0,1.0,3.0,0,1,0,F6,55922
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,55931
0,,,,,12.0,0,1,1,F6,55942
0,,,,,12.0,0,0,1,F6,55945
0,,,,,12.0,0,1,1,F6,55948
0,,,,,12.0,0,0,1,F6,55950
0,,,,,12.0,0,1,1,F6,55955
1,1.0,10,1.0,1.0,3.0,0,0,0,F6,55958
1,1.0,10,1.0,6.0,3.0,0,0,0,F6,55965
0,,,,,12.0,0,1,1,F6,55986
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,55989
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,56017
1,1.0,10,1.0,6.0,3.0,0,0,1,F6,56040
1,1.0,10,1.0,5.0,3.0,0,0,1,F6,56060
1,1.0,10,1.0,5.0,3.0,0,0,1,F6,56075
1,1.0,10,1.0,6.0,3.0,0,0,1,F6,56092
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,56112
1,1.0,10,1.0,2.0,3.0,0,0,0,F6,56118
0,,,,,3.0,0,1,0,F6,56126
0,,,,,12.0,0,1,1,F6,56127
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,56129
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,56144
0,,,,,3.0,0,1,1,F6,56155
0,,,,,12.0,0,0,0,F6,56158
0,,,,,12.0,0,0,0,F6,56163
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,56169
1,12.0,9,1.0,4.0,3.0,0,0,1,F6,56192
1,1.0,10,1.0,1.0,3.0,0,0,1,F6,56206
1,12.0,9,1.0,4.0,3.0,0,0,1,F6,56210
1,1.0,10,1.0,6.0,3.0,0,0,1,F6,56224
0,,,,,3.0,0,0,1,F6,56243
1,1.0,10,1.0,4.0,3.0,0,0,0,F6,56246
1,12.0,9,1.0,4.0,3.0,0,0,0,F6,56260
1,12.0,9,1.0,2.0,3.0,0,0,1,F6,56274
1,12.0,9,1.0,2.0,3.0,0,0,1,F6,56282
1,12.0,9,1.0,5.0,3.0,0,0,0,F6,56289
1,12.0,9,1.0,4.0,3.0,0,0,0,F6,56306
0,,,,,12.0,0,0,1,F6,56322
0,,,,,3.0,0,0,0,F6,56326
1,1.0,10,1.0,7.0,3.0,0,0,0,F6,56331
1,1.0,10,1.0,2.0,3.0,0,0,1,F6,56353
1,1.0,10,1.0,4.0,3.0,0,0,1,F6,56361
1,1.0,10,1.0,3.0,3.0,0,0,1,F6,56375
1,1.0,10,1.0,3.0,3.0,0,0,0,F6,56387
1,1.0,10,1.0,5.0,3.0,0,0,0,F6,56399
