Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,cycle,is_in_extremity,is_loaded,tree,uc
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53077
0,,,1.0,,,,1.0,1,4,1,1,F2,53078
1,12.0,2.0,,NA,0.0,,,10,4,0,1,F2,53081
0,,,1.0,,,,1.0,12,4,1,1,F2,53082
1,11.0,1.0,,NA,1.0,3.0,,10,4,0,1,F2,53089
1,1.0,2.0,,NA,1.0,2.0,,11,4,0,1,F2,53090
1,9.0,7.0,1.0,,1.0,2.0,1.0,2,4,1,1,F2,53091
1,2.0,14.0,1.0,,1.0,5.0,2.0,1,4,1,1,F2,53106
1,2.0,14.0,1.0,,0.0,,2.0,1,4,1,1,F2,53121
1,1.0,2.0,,NA,1.0,1.0,,11,4,0,1,F2,53125
1,11.0,10.0,1.0,,1.0,5.0,1.0,1,4,1,1,F2,53126
1,10.0,9.0,1.0,,1.0,1.0,1.0,1,4,1,1,F2,53141
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53151
1,3.0,15.0,1.0,,1.0,5.0,1.0,1,4,1,1,F2,53152
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53166
1,3.0,15.0,1.0,,1.0,2.0,1.0,1,4,1,1,F2,53167
1,11.0,1.0,,NA,0.0,,,10,4,0,1,F2,53174
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53175
0,,,1.0,,,,1.0,1,4,1,1,F2,53176
1,11.0,1.0,,NA,0.0,,,10,4,0,1,F2,53179
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53180
0,,,1.0,,,,1.0,1,4,1,1,F2,53181
1,11.0,1.0,,NA,0.0,,,10,4,0,1,F2,53184
1,2.0,3.0,,NA,0.0,,,11,4,0,1,F2,53185
1,2.0,13.0,1.0,,1.0,8.0,3.0,2,4,1,1,F2,53186
1,12.0,2.0,,NA,0.0,,,10,4,0,1,F2,53205
0,,,1.0,,,,1.0,12,4,1,1,F2,53206
1,11.0,1.0,,NA,1.0,1.0,,10,4,0,1,F2,53209
1,2.0,16.0,,NA,1.0,3.0,,11,4,0,1,F2,53210
1,2.0,13.0,1.0,,1.0,6.0,1.0,2,4,1,1,F2,53214
1,2.0,13.0,1.0,,1.0,5.0,1.0,2,4,1,1,F2,53230
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,F2,53243
1,2.0,3.0,,NA,0.0,,,11,4,0,1,F2,53252
1,2.0,13.0,1.0,,1.0,4.0,1.0,2,4,1,1,F2,53253
0,,,0.0,NA,,,0.0,10,4,1,1,F2,53264
1,11.0,1.0,,NA,0.0,,,10,4,0,1,F2,53266
1,2.0,3.0,,NA,0.0,,,11,4,0,1,F2,53267
1,3.0,14.0,1.0,,1.0,8.0,2.0,2,4,1,1,F2,53268
1,12.0,2.0,,NA,1.0,3.0,,10,4,0,1,F2,53288
1,1.0,2.0,,NA,1.0,3.0,,11,4,0,1,F2,53289
1,2.0,13.0,1.0,,1.0,3.0,3.0,2,4,1,1,F2,53292
1,2.0,14.0,1.0,,0.0,,1.0,1,4,1,1,F2,53300
1,2.0,14.0,1.0,,1.0,3.0,2.0,1,4,1,1,F2,53306
0,,,0.0,NA,,,0.0,12,4,1,1,F2,53319
1,1.0,2.0,,NA,0.0,,,11,4,0,1,F2,53320
0,,,1.0,,,,1.0,1,4,1,1,F2,53321
1,1.0,2.0,,NA,1.0,1.0,,11,4,0,1,F2,53323
1,11.0,10.0,1.0,,1.0,3.0,1.0,1,4,1,1,F2,53324
1,10.0,9.0,1.0,,1.0,1.0,1.0,1,4,1,1,F2,53340
1,11.0,1.0,,NA,0.0,,,10,4,0,1,F2,53347
1,2.0,3.0,,NA,0.0,,,11,4,0,1,F2,53348
1,3.0,14.0,1.0,,1.0,7.0,2.0,2,4,1,1,F2,53349
1,12.0,2.0,,NA,1.0,1.0,,10,4,0,1,F2,53371
1,2.0,15.0,,NA,1.0,3.0,,12,4,0,1,F2,53372
1,3.0,14.0,1.0,,1.0,10.0,2.0,2,4,1,1,F2,53376
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,F2,53401
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,F2,53413
0,,,1.0,,,,1.0,12,4,1,1,F2,53419
0,,,0.0,NA,,,0.0,9,4,1,1,F2,53422
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,40821
1,8.0,6.0,0.0,NA,1.0,2.0,0.0,2,4,1,1,B10,40827
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,40846
1,8.0,6.0,0.0,NA,1.0,3.0,0.0,2,4,1,1,B10,40847
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,40879
0,,,1.0,,,,1.0,2,4,1,1,B10,40899
0,,,0.0,NA,,,0.0,2,4,1,1,B10,40902
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,40917
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,40922
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,40927
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,40947
1,8.0,6.0,0.0,NA,1.0,4.0,0.0,2,4,1,1,B10,40948
1,2.0,2.0,,NA,1.0,2.0,,12,4,0,1,B10,40982
1,11.0,9.0,1.0,,1.0,3.0,2.0,2,4,1,1,B10,40983
0,,,1.0,,,,1.0,2,4,1,1,B10,41013
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,41015
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41026
1,2.0,13.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41027
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41032
1,8.0,6.0,0.0,NA,1.0,3.0,0.0,2,4,1,1,B10,41033
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41067
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41068
1,2.0,2.0,,NA,1.0,2.0,,12,4,0,1,B10,41083
1,8.0,6.0,0.0,NA,1.0,3.0,0.0,2,4,1,1,B10,41084
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41114
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,41117
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41126
0,,,1.0,,,,1.0,2,4,1,1,B10,41127
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41131
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,41132
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41139
0,,,1.0,,,,1.0,2,4,1,1,B10,41140
1,3.0,3.0,,NA,1.0,1.0,,12,4,0,1,B10,41144
1,2.0,13.0,1.0,,1.0,4.0,4.0,2,4,1,1,B10,41145
0,,,1.0,,,,1.0,3,4,1,1,B10,41155
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41159
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41160
1,3.0,3.0,,NA,0.0,,,12,4,0,1,B10,41168
0,,,1.0,,,,1.0,3,4,1,1,B10,41169
0,,,0.0,NA,,,0.0,12,4,1,1,B10,41172
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41177
1,3.0,14.0,1.0,,1.0,3.0,5.0,2,4,1,1,B10,41180
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41189
1,3.0,14.0,1.0,,0.0,,3.0,2,4,1,1,B10,41190
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41197
0,,,1.0,,,,1.0,2,4,1,1,B10,41198
0,,,1.0,,,,1.0,12,4,1,1,B10,41201
1,5.0,3.0,,NA,0.0,,,2,4,0,1,B10,41206
1,3.0,10.0,0.0,NA,0.0,,0.0,5,4,1,1,B10,41207
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41211
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41212
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41223
0,,,0.0,NA,,,0.0,12,4,1,1,B10,41228
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,41233
1,8.0,6.0,0.0,NA,1.0,3.0,0.0,2,4,1,1,B10,41247
1,8.0,6.0,0.0,NA,1.0,2.0,0.0,2,4,1,1,B10,41296
0,,,0.0,NA,,,0.0,2,4,1,1,B10,41306
0,,,0.0,NA,,,0.0,2,4,1,1,B10,41308
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41310
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41316
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41342
0,,,0.0,NA,,,0.0,2,4,1,1,B10,41353
1,12.0,2.0,,NA,0.0,,,10,4,0,1,B10,41362
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41363
1,11.0,9.0,1.0,,1.0,6.0,2.0,2,4,1,1,B10,41364
1,12.0,3.0,,NA,1.0,1.0,,9,4,0,1,B10,41386
1,2.0,2.0,,NA,1.0,4.0,,12,4,0,1,B10,41387
1,11.0,9.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,41388
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41408
1,2.0,13.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,41414
0,,,1.0,,,,1.0,2,4,1,1,B10,41427
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41429
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41435
1,11.0,9.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41436
1,11.0,9.0,1.0,,1.0,1.0,1.0,2,4,1,1,B10,41450
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41459
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41460
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41461
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41468
1,3.0,3.0,,NA,1.0,3.0,,12,4,0,1,B10,41469
1,2.0,13.0,1.0,,1.0,5.0,4.0,2,4,1,1,B10,41470
1,2.0,13.0,1.0,,1.0,6.0,1.0,2,4,1,1,B10,41485
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41505
0,,,1.0,,,,1.0,3,4,1,1,B10,41513
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41516
1,2.0,2.0,,NA,1.0,3.0,,12,4,0,1,B10,41517
1,2.0,13.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,41518
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41530
0,,,1.0,,,,1.0,2,4,1,1,B10,41538
1,2.0,13.0,1.0,,0.0,,1.0,2,4,1,1,B10,41540
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41546
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41547
1,2.0,13.0,1.0,,1.0,9.0,1.0,2,4,1,1,B10,41548
0,,,1.0,,,,1.0,2,4,1,1,B10,41568
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41575
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41576
1,11.0,9.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41577
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,41599
1,2.0,2.0,,NA,1.0,2.0,,12,4,0,1,B10,41600
1,2.0,13.0,1.0,,1.0,8.0,1.0,2,4,1,1,B10,41601
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41620
1,2.0,13.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41626
1,12.0,3.0,,NA,1.0,1.0,,9,4,0,1,B10,41640
1,2.0,15.0,,NA,1.0,2.0,,12,4,0,1,B10,41641
1,2.0,13.0,1.0,,1.0,8.0,5.0,2,4,1,1,B10,41648
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41669
1,2.0,13.0,1.0,,1.0,7.0,1.0,2,4,1,1,B10,41670
1,2.0,2.0,,NA,1.0,2.0,,12,4,0,1,B10,41695
1,2.0,13.0,1.0,,1.0,5.0,2.0,2,4,1,1,B10,41696
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,41710
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41717
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41726
1,3.0,14.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41727
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41736
1,2.0,13.0,1.0,,1.0,6.0,1.0,2,4,1,1,B10,41737
1,2.0,15.0,,NA,1.0,2.0,,12,4,0,1,B10,41752
1,2.0,13.0,1.0,,1.0,5.0,3.0,2,4,1,1,B10,41759
0,,,1.0,,,,1.0,12,4,1,1,B10,41775
1,2.0,2.0,,NA,1.0,3.0,,12,4,0,1,B10,41785
1,2.0,13.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41786
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41799
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41810
0,,,1.0,,,,1.0,2,4,1,1,B10,41816
1,3.0,14.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,41819
1,3.0,13.0,1.0,,0.0,,1.0,3,4,1,1,B10,41828
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41833
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41834
0,,,1.0,,,,1.0,2,4,1,1,B10,41848
0,,,1.0,,,,1.0,2,4,1,1,B10,41853
0,,,1.0,,,,1.0,2,4,1,1,B10,41856
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41861
0,,,1.0,0,,,1.0,2,4,1,1,B10,41862
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41865
1,3.0,14.0,1.0,0,1.0,3.0,1.0,2,4,1,1,B10,41866
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41876
0,,,1.0,,,,1.0,2,4,1,1,B10,41877
1,2.0,15.0,1.0,,1.0,2.0,1.0,12,4,1,1,B10,41885
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41894
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,41895
0,,,1.0,,,,1.0,12,4,1,1,B10,41905
0,,,1.0,,,,1.0,12,4,1,1,B10,41908
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41911
0,,,1.0,0,,,1.0,2,4,1,1,B10,41912
1,2.0,15.0,,NA,1.0,1.0,,12,4,0,1,B10,41921
1,2.0,13.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,41925
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41943
0,,,1.0,0,,,1.0,2,4,1,1,B10,41944
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,41947
1,3.0,14.0,1.0,0,1.0,2.0,1.0,2,4,1,1,B10,41950
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41959
1,2.0,13.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,41960
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41974
0,,,1.0,,,,1.0,2,4,1,1,B10,41975
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,41979
1,2.0,13.0,1.0,0,1.0,5.0,1.0,2,4,1,1,B10,41980
0,,,0.0,NA,,,0.0,10,4,1,1,B10,41998
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42000
1,3.0,14.0,1.0,0,1.0,2.0,1.0,2,4,1,1,B10,42001
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42008
1,2.0,13.0,1.0,,1.0,6.0,3.0,2,4,1,1,B10,42009
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42024
1,3.0,14.0,1.0,0,1.0,6.0,2.0,2,4,1,1,B10,42025
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42041
0,,,1.0,,,,1.0,2,4,1,1,B10,42042
0,,,1.0,,,,1.0,12,4,1,1,B10,42047
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42050
1,2.0,13.0,1.0,0,1.0,4.0,1.0,2,4,1,1,B10,42051
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42066
1,2.0,13.0,1.0,0,1.0,2.0,1.0,2,4,1,1,B10,42067
0,,,0.0,NA,,,0.0,9,4,1,1,B10,42085
1,3.0,18.0,0.0,NA,1.0,3.0,0.0,10,4,1,1,B10,42088
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42098
1,2.0,2.0,,NA,1.0,3.0,,12,4,0,1,B10,42099
1,3.0,14.0,1.0,,1.0,7.0,1.0,2,4,1,1,B10,42103
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42125
1,3.0,14.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,42131
1,2.0,5.0,,NA,0.0,,,9,4,0,1,B10,42140
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42141
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42156
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42157
1,3.0,14.0,1.0,,1.0,5.0,2.0,2,4,1,1,B10,42158
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42175
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42196
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42197
1,2.0,13.0,1.0,,1.0,3.0,6.0,2,4,1,1,B10,42198
1,11.0,9.0,1.0,,1.0,1.0,1.0,2,4,1,1,B10,42208
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42225
1,2.0,15.0,,NA,1.0,3.0,,12,4,0,1,B10,42226
1,2.0,13.0,1.0,,1.0,5.0,2.0,2,4,1,1,B10,42232
0,,,1.0,,,,1.0,2,4,1,1,B10,42248
1,12.0,3.0,,NA,1.0,2.0,,9,4,0,1,B10,42251
1,2.0,2.0,,NA,1.0,3.0,,12,4,0,1,B10,42252
1,3.0,14.0,1.0,,1.0,5.0,4.0,2,4,1,1,B10,42256
1,3.0,14.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,42272
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42282
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42290
1,3.0,14.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,42291
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42309
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42310
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42322
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42323
1,1.0,11.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,42324
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42347
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42348
1,3.0,14.0,1.0,,0.0,,1.0,2,4,1,1,B10,42349
1,2.0,5.0,,NA,0.0,,,9,4,0,1,B10,42355
0,,,1.0,,,,1.0,2,4,1,1,B10,42356
1,12.0,3.0,,NA,1.0,5.0,,9,4,0,1,B10,42362
1,2.0,15.0,,NA,1.0,2.0,,12,4,0,1,B10,42363
1,2.0,13.0,1.0,0,1.0,7.0,3.0,2,4,1,1,B10,42366
1,2.0,13.0,1.0,0,1.0,2.0,1.0,2,4,1,1,B10,42398
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42405
1,3.0,14.0,1.0,0,0.0,,1.0,2,4,1,1,B10,42406
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42410
1,3.0,14.0,1.0,0,1.0,4.0,1.0,2,4,1,1,B10,42411
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42425
1,2.0,13.0,1.0,0,1.0,10.0,3.0,2,4,1,1,B10,42426
1,2.0,2.0,,NA,1.0,2.0,,12,4,0,1,B10,42458
1,3.0,14.0,1.0,0,1.0,7.0,2.0,2,4,1,1,B10,42464
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42486
0,,,1.0,0,,,1.0,2,4,1,1,B10,42487
1,2.0,15.0,,NA,1.0,1.0,,12,4,0,1,B10,42490
1,2.0,13.0,1.0,0,1.0,2.0,1.0,2,4,1,1,B10,42494
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42503
0,,,1.0,0,,,1.0,2,4,1,1,B10,42504
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42515
0,,,1.0,,,,1.0,2,4,1,1,B10,42516
1,12.0,3.0,,NA,1.0,1.0,,9,4,0,1,B10,42519
1,2.0,15.0,,NA,1.0,5.0,,12,4,0,1,B10,42520
1,3.0,14.0,1.0,,1.0,3.0,3.0,2,4,1,1,B10,42524
0,,,1.0,,,,1.0,2,4,1,1,B10,42535
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42537
0,,,1.0,,,,1.0,2,4,1,1,B10,42545
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42547
0,,,0.0,NA,,,0.0,12,4,1,1,B10,42554
1,12.0,3.0,,NA,1.0,1.0,,9,4,0,1,B10,42556
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42557
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42558
0,,,1.0,,,,1.0,2,4,1,1,B10,42569
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42571
0,,,1.0,,,,1.0,2,4,1,1,B10,42572
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42575
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42576
0,,,1.0,,,,1.0,2,4,1,1,B10,42577
1,12.0,3.0,,NA,0.0,,,9,4,0,1,B10,42582
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42583
0,,,1.0,,,,1.0,2,4,1,1,B10,42584
1,3.0,3.0,,NA,0.0,,,12,4,0,1,B10,42598
1,9.0,6.0,1.0,,1.0,2.0,1.0,3,4,1,1,B10,42599
0,,,0.0,NA,,,0.0,12,4,1,1,B10,42608
1,2.0,5.0,,NA,0.0,,,9,4,0,1,B10,42610
0,,,0.0,NA,,,0.0,2,4,1,1,B10,42611
1,2.0,5.0,,NA,1.0,1.0,,9,4,0,1,B10,42613
1,8.0,6.0,0.0,NA,1.0,2.0,0.0,2,4,1,1,B10,42614
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,42647
1,2.0,5.0,,NA,1.0,1.0,,9,4,0,1,B10,42652
1,11.0,9.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,42653
1,8.0,6.0,0.0,NA,1.0,4.0,0.0,2,4,1,1,B10,42683
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42740
0,,,1.0,,,,2.0,2,4,1,1,B10,42741
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42744
0,,,1.0,,,,1.0,2,4,1,1,B10,42745
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42748
0,,,1.0,,,,1.0,2,4,1,1,B10,42749
0,,,0.0,NA,,,0.0,12,4,1,1,B10,42752
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42755
1,8.0,6.0,0.0,NA,1.0,2.0,0.0,2,4,1,1,B10,42756
1,8.0,6.0,0.0,NA,1.0,1.0,0.0,2,4,1,1,B10,42770
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42780
1,11.0,9.0,1.0,,1.0,1.0,1.0,2,4,1,1,B10,42781
1,8.0,6.0,0.0,NA,0.0,,0.0,2,4,1,1,B10,42801
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42805
0,,,1.0,,,,1.0,2,4,1,1,B10,42806
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42811
0,,,1.0,,,,1.0,2,4,1,1,B10,42812
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42815
0,,,1.0,,,,1.0,2,4,1,1,B10,42816
0,,,0.0,NA,,,0.0,12,4,1,1,B10,42819
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,42821
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42822
1,11.0,9.0,1.0,,0.0,,1.0,2,4,1,1,B10,42832
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42848
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42849
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42864
1,2.0,13.0,1.0,,1.0,5.0,5.0,2,4,1,1,B10,42865
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42890
1,2.0,13.0,1.0,,1.0,6.0,1.0,2,4,1,1,B10,42891
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42910
0,,,1.0,,,,1.0,2,4,1,1,B10,42911
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42915
0,,,1.0,,,,1.0,2,4,1,1,B10,42916
0,,,1.0,,,,1.0,12,4,1,1,B10,42919
0,,,1.0,,,,1.0,12,4,1,1,B10,42922
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42926
1,2.0,13.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42927
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42940
0,,,1.0,,,,1.0,2,4,1,1,B10,42941
0,,,0.0,NA,,,0.0,9,4,1,1,B10,42950
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42953
1,3.0,14.0,1.0,,1.0,4.0,1.0,2,4,1,1,B10,42954
0,,,1.0,,,,1.0,12,4,1,1,B10,42968
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42971
1,3.0,14.0,1.0,,0.0,,1.0,2,4,1,1,B10,42972
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42977
0,,,1.0,,,,1.0,2,4,1,1,B10,42978
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,42997
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,42998
0,,,1.0,,,,1.0,12,4,1,1,B10,43007
0,,,0.0,NA,,,0.0,12,4,1,1,B10,43010
1,9.0,3.0,,NA,0.0,,,6,4,0,1,B10,43018
0,,,0.0,NA,,,0.0,9,4,1,1,B10,43019
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,43022
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,43023
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,43034
1,3.0,14.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,43037
1,2.0,2.0,,NA,1.0,1.0,,12,4,0,1,B10,43055
1,2.0,13.0,1.0,,1.0,3.0,1.0,2,4,1,1,B10,43059
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,43070
1,3.0,14.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,43071
1,3.0,16.0,1.0,,0.0,,1.0,12,4,1,1,B10,43090
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,43096
1,3.0,14.0,1.0,,1.0,5.0,1.0,2,4,1,1,B10,43097
1,2.0,2.0,,NA,0.0,,,12,4,0,1,B10,43115
1,3.0,14.0,1.0,,1.0,2.0,1.0,2,4,1,1,B10,43116
