Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor_V,position_ancestor_L,position_mother_L,tree,uc
0,,,1.0,,,,1.0,2,1,1,1,1,0,B10,43175
0,,,0.0,NA,,,0.0,10,1,1,1,1,0,B10,43178
0,,,0.0,NA,,,0.0,10,1,1,1,1,0,B10,43213
1,12.0,3.0,,NA,0.0,,,9,0,1,0,1,0,B10,43215
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,1,0,B10,43216
0,,,1.0,,,,1.0,2,1,1,0,1,0,B10,43217
0,,,1.0,,,,1.0,2,1,1,0,1,1,B10,43242
0,,,1.0,,,,1.0,2,1,1,1,1,1,B10,43249
0,,,1.0,,,,1.0,2,1,1,1,1,1,B10,43252
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,1,B10,43257
0,,,1.0,,,,1.0,2,1,1,0,0,0,B10,43258
0,,,1.0,,,,1.0,12,1,1,0,0,1,B10,43261
0,,,1.0,,,,1.0,12,1,1,0,0,1,B10,43264
0,,,1.0,,,,1.0,2,1,1,1,0,1,B10,43303
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43306
1,2.0,2.0,,NA,1.0,3.0,,12,0,1,1,0,1,B10,43311
0,,,1.0,,,,2.0,2,1,1,1,0,0,B10,43312
0,,,1.0,,,,1.0,2,1,1,1,0,1,B10,43321
0,,,1.0,,,,1.0,2,1,1,1,0,1,B10,43333
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43338
0,,,1.0,,,,1.0,2,1,1,1,1,1,B10,43345
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,B10,43350
1,2.0,2.0,,NA,0.0,,,12,0,1,1,1,1,B10,43358
0,,,1.0,,,,2.0,2,1,1,1,1,0,B10,43359
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,B10,43381
0,,,1.0,,,,1.0,2,1,1,1,0,1,B10,43398
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43404
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43415
0,,,0.0,NA,,,0.0,2,1,1,1,1,1,B10,43430
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,1,1,0,B10,43436
0,,,0.0,NA,,,0.0,12,1,1,1,1,1,B10,43437
1,2.0,2.0,,NA,0.0,,,12,0,1,1,1,1,B10,43441
0,,,0.0,NA,,,0.0,2,1,1,1,1,0,B10,43442
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43461
0,,,0.0,NA,,,0.0,2,1,1,1,0,1,B10,43477
0,,,0.0,NA,,,0.0,12,1,1,1,0,1,B10,43510
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,43596
1,4.0,4.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,43597
0,,,0.0,NA,,,0.0,4,1,1,0,0,0,B12,43598
0,,,0.0,NA,,,0.0,4,1,1,0,0,1,B12,43605
0,,,0.0,NA,,,0.0,4,1,1,0,0,1,B12,43609
0,,,0.0,NA,,,0.0,4,1,1,0,0,1,B12,43614
0,,,0.0,NA,,,0.0,4,1,1,1,1,1,B12,43622
0,,,0.0,NA,,,0.0,4,1,1,1,1,1,B12,43627
0,,,0.0,NA,,,0.0,1,1,1,0,1,0,B12,43629
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,0,B12,43642
1,4.0,4.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,43643
0,,,1.0,,,,1.0,4,1,1,0,0,0,B12,43644
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43656
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43668
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43680
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,43690
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,43700
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,1,B12,43703
0,,,1.0,,,,6.0,12,1,1,0,0,0,B12,43704
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,43722
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43725
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,43726
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43735
0,,,1.0,,,,5.0,12,1,1,0,0,0,B12,43738
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,43749
0,,,1.0,,,,4.0,12,1,1,0,1,0,B12,43758
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,43775
0,,,1.0,,,,2.0,12,1,1,0,1,0,B12,43776
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,43788
0,,,1.0,0,,,4.0,12,1,1,0,1,0,B12,43789
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,43808
0,,,1.0,0,,,1.0,12,1,1,0,1,0,B12,43809
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,43812
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,43819
1,4.0,4.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,43820
0,,,1.0,,,,1.0,4,1,1,0,0,0,B12,43823
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43839
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43842
1,4.0,4.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,43843
0,,,1.0,,,,1.0,4,1,1,0,0,0,B12,43846
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43858
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43860
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43862
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,43870
0,,,1.0,,,,3.0,12,1,1,0,1,0,B12,43871
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,43893
1,1.0,1.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,43894
0,,,1.0,,,,2.0,1,1,1,0,0,0,B12,43895
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,43921
0,,,1.0,,,,1.0,1,1,1,0,0,1,B12,43934
0,,,1.0,,,,1.0,1,1,1,0,0,1,B12,43946
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43955
1,4.0,4.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,43956
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43962
0,,,1.0,,,,1.0,4,1,1,0,0,1,B12,43973
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43979
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,43980
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,43983
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,43990
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,43993
1,4.0,4.0,,NA,0.0,,,12,0,1,0,0,0,B12,43994
0,,,1.0,,,,3.0,4,1,1,0,0,0,B12,43995
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44034
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,44038
0,,,1.0,,,,5.0,2,1,1,0,0,0,B12,44054
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,1,0,B12,44082
1,4.0,4.0,,NA,1.0,3.0,,12,0,1,0,1,0,B12,44083
0,,,1.0,,,,1.0,4,1,1,0,1,0,B12,44084
0,,,1.0,,,,1.0,4,1,1,0,1,1,B12,44103
0,,,1.0,,,,1.0,4,1,1,0,1,1,B12,44108
0,,,1.0,,,,1.0,4,1,1,0,1,1,B12,44122
1,4.0,4.0,,NA,0.0,,,12,0,1,0,1,1,B12,44138
0,,,1.0,,,,1.0,4,1,1,0,1,0,B12,44142
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,44160
0,,,1.0,,,,1.0,12,1,1,0,1,0,B12,44161
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,44168
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,44171
1,4.0,4.0,,NA,1.0,1.0,,12,0,1,0,1,0,B12,44172
0,,,1.0,,,,1.0,4,1,1,0,1,0,B12,44175
0,,,1.0,,,,1.0,4,1,1,0,1,1,B12,44183
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,44186
0,,,1.0,,,,1.0,12,1,1,0,1,0,B12,44187
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,44196
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,0,0,0,B12,44208
1,3.0,3.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,44209
0,,,1.0,,,,1.0,4,1,1,0,0,0,B12,44216
0,,,1.0,,,,1.0,3,1,1,0,0,1,B12,44238
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,44246
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,44256
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,44259
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,0,B12,44268
0,,,1.0,0,,,5.0,12,1,1,0,0,0,B12,44269
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,44275
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44278
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,44279
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,44282
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,44284
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44289
0,,,1.0,0,,,2.0,12,1,1,0,0,0,B12,44290
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44296
0,,,1.0,0,,,1.0,12,1,1,0,0,0,B12,44297
0,,,1.0,0,,,1.0,10,1,1,0,0,1,B12,44312
0,,,1.0,,,,1.0,10,1,1,0,1,0,B12,44315
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,44318
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,44321
0,,,0.0,NA,,,0.0,10,1,1,1,0,0,B12,44326
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44335
0,,,1.0,9,,,4.0,12,1,1,0,0,0,B12,44336
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44350
0,,,1.0,0,,,4.0,12,1,1,0,0,0,B12,44351
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44370
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,44371
0,,,1.0,,,,2.0,2,1,1,0,0,0,B12,44372
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,44393
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44410
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,44411
0,,,1.0,,,,3.0,2,1,1,0,0,0,B12,44412
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,44428
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44437
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,44438
0,,,1.0,,,,3.0,2,1,1,0,0,0,B12,44443
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,1,0,B12,44464
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,0,B12,44465
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,44466
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,1,B12,44480
0,,,1.0,,,,2.0,2,1,1,0,1,0,B12,44481
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,44501
1,2.0,4.0,,NA,0.0,,,10,0,1,0,0,0,B12,44505
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,44506
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,44511
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44514
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,44515
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,44516
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44529
1,1.0,1.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,44530
0,,,1.0,,,,3.0,1,1,1,0,0,0,B12,44531
1,5.0,4.0,,NA,1.0,1.0,,1,0,1,0,0,1,B12,44545
0,,,0.0,NA,,,0.0,5,1,1,0,0,0,B12,44546
0,,,0.0,NA,,,0.0,5,1,1,0,0,1,B12,44549
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44555
1,1.0,1.0,,NA,0.0,,,12,0,1,0,0,0,B12,44556
0,,,1.0,,,,3.0,1,1,1,0,0,0,B12,44557
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,44560
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,1,B12,44562
1,1.0,1.0,,NA,1.0,4.0,,12,0,1,0,0,0,B12,44563
0,,,0.0,NA,,,0.0,1,1,1,0,0,0,B12,44564
0,,,0.0,NA,,,0.0,1,1,1,0,0,1,B12,44613
0,,,0.0,NA,,,0.0,1,1,1,0,0,1,B12,44616
0,,,0.0,NA,,,0.0,1,1,1,0,0,1,B12,44617
0,,,0.0,NA,,,0.0,1,1,1,0,0,1,B12,44620
1,1.0,1.0,,NA,0.0,,,12,0,1,0,0,1,B12,44628
0,,,0.0,NA,,,0.0,1,1,1,0,0,0,B12,44629
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44663
1,1.0,1.0,,NA,0.0,,,12,0,1,0,0,0,B12,44664
0,,,1.0,,,,3.0,1,1,1,0,0,0,B12,44665
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44670
1,1.0,1.0,,NA,0.0,,,12,0,1,0,0,0,B12,44671
0,,,1.0,,,,1.0,1,1,1,0,0,0,B12,44672
0,,,1.0,,,,1.0,10,1,1,0,1,0,B12,44687
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,44690
1,1.0,1.0,,NA,1.0,4.0,,12,0,1,0,1,0,B12,44691
0,,,0.0,NA,,,0.0,2,1,1,0,1,0,B12,44692
0,,,0.0,NA,,,0.0,1,1,1,0,1,1,B12,44740
0,,,0.0,NA,,,0.0,2,1,1,0,1,1,B12,44780
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,44797
0,,,0.0,NA,,,0.0,2,1,1,0,1,1,B12,44799
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,44821
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,0,B12,44822
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,44823
0,,,0.0,NA,,,0.0,10,1,1,0,1,1,B12,44828
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,44830
1,1.0,1.0,,NA,0.0,,,12,0,1,0,1,0,B12,44831
0,,,1.0,,,,1.0,1,1,1,0,1,0,B12,44832
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,44847
1,1.0,1.0,,NA,1.0,2.0,,12,0,1,0,1,0,B12,44848
1,5.0,4.0,,NA,0.0,,,1,0,1,0,1,0,B12,44849
0,,,0.0,NA,,,0.0,5,1,1,0,1,1,B12,44855
0,,,0.0,NA,,,0.0,1,1,1,0,1,1,B12,44870
0,,,0.0,NA,,,0.0,1,1,1,0,1,1,B12,44871
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44879
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,44880
1,5.0,3.0,,NA,0.0,,,2,0,1,0,0,0,B12,44881
0,,,0.0,NA,,,0.0,5,1,1,0,0,0,B12,44882
1,5.0,3.0,,NA,0.0,,,2,0,1,0,0,1,B12,44886
0,,,0.0,NA,,,0.0,5,1,1,0,0,0,B12,44887
1,5.0,3.0,,NA,0.0,,,2,0,1,0,0,1,B12,44891
0,,,1.0,,,,1.0,5,1,1,0,0,0,B12,44892
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44906
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,44907
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,44910
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,44911
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,44918
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,44919
0,,,1.0,0,,,1.0,2,1,1,0,0,0,B12,44920
0,,,1.0,0,,,1.0,2,1,1,0,0,1,B12,44924
0,,,1.0,0,,,1.0,2,1,1,0,0,1,B12,44931
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,44934
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,0,B12,44935
0,,,1.0,0,,,1.0,2,1,1,0,1,0,B12,44936
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,0,0,0,B12,44942
1,2.0,2.0,,NA,1.0,4.0,,12,0,1,0,0,0,B12,44943
0,,,1.0,,,,3.0,2,1,1,0,0,0,B12,44944
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,44961
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,44983
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,44997
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45013
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,1,B12,45015
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45016
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45026
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45033
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,1,B12,45037
0,,,1.0,,,,2.0,2,1,1,0,0,0,B12,45038
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45064
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,45066
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45088
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,45089
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45092
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,1,B12,45093
0,,,1.0,0,,,2.0,2,1,1,0,0,0,B12,45094
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45097
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,45098
0,,,1.0,0,,,2.0,2,1,1,0,0,0,B12,45099
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,45106
1,2.0,2.0,,NA,1.0,4.0,,12,0,1,0,1,0,B12,45107
0,,,1.0,0,,,4.0,2,1,1,0,1,0,B12,45108
0,,,1.0,0,,,1.0,2,1,1,0,1,1,B12,45127
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,45139
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,45148
0,,,1.0,0,,,1.0,2,1,1,0,1,1,B12,45152
0,,,0.0,NA,,,0.0,10,1,1,0,1,1,B12,45158
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,45160
1,1.0,1.0,,NA,0.0,,,12,0,1,0,1,0,B12,45161
0,,,1.0,0,,,1.0,1,1,1,0,1,0,B12,45162
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,45167
1,2.0,2.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,45168
0,,,1.0,,,,3.0,2,1,1,0,0,0,B12,45169
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45171
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45173
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45175
0,,,1.0,,,,2.0,10,1,1,0,0,1,B12,45178
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,45181
1,2.0,4.0,,NA,0.0,,,10,0,1,1,0,0,B12,45190
0,,,1.0,,,,1.0,2,1,1,1,0,0,B12,45191
0,,,0.0,NA,,,0.0,10,1,1,1,0,1,B12,45207
0,,,0.0,NA,,,0.0,10,1,1,1,0,1,B12,45209
1,12.0,2.0,,NA,0.0,,,10,0,1,1,0,1,B12,45211
1,1.0,1.0,,NA,1.0,4.0,,12,0,1,1,0,0,B12,45212
0,,,1.0,,,,1.0,1,1,1,1,0,0,B12,45213
0,,,1.0,,,,1.0,1,1,1,1,0,1,B12,45233
0,,,1.0,,,,1.0,1,1,1,1,0,1,B12,45239
0,,,1.0,,,,1.0,1,1,1,1,0,1,B12,45246
0,,,1.0,,,,1.0,1,1,1,1,0,1,B12,45254
0,,,1.0,,,,1.0,10,1,1,0,1,0,B12,45267
0,,,0.0,NA,,,0.0,10,1,1,0,1,0,B12,45271
1,12.0,2.0,,NA,1.0,3.0,,10,0,1,0,0,0,B12,45276
1,2.0,2.0,,NA,1.0,5.0,,12,0,1,0,0,0,B12,45277
0,,,1.0,,,,6.0,2,1,1,0,0,0,B12,45278
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45297
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45299
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45310
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45324
0,,,1.0,,,,2.0,2,1,1,0,0,1,B12,45336
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,1,B12,45344
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45345
0,,,1.0,,,,3.0,2,1,1,0,0,1,B12,45365
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,1,B12,45372
0,,,1.0,0,,,4.0,2,1,1,0,0,0,B12,45373
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45392
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,1,B12,45402
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45403
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45419
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,45420
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45423
1,1.0,1.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,45424
0,,,1.0,,,,1.0,1,1,1,0,0,0,B12,45425
0,,,1.0,,,,1.0,1,1,1,0,0,1,B12,45427
0,,,0.0,NA,,,0.0,10,1,1,0,0,0,B12,45437
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,45445
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,45448
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,45453
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,45457
0,,,0.0,NA,,,0.0,10,1,1,0,1,0,B12,45460
0,,,0.0,NA,,,0.0,10,1,1,0,1,0,B12,45465
0,,,0.0,NA,,,0.0,10,1,1,1,0,0,B12,45475
0,,,0.0,NA,,,0.0,12,1,1,1,0,1,B12,45477
0,,,1.0,,,,1.0,12,1,1,1,0,1,B12,45479
0,,,1.0,,,,1.0,12,1,1,1,0,1,B12,45482
0,,,0.0,NA,,,0.0,10,1,1,0,1,1,B12,45487
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,0,B12,45495
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,45496
0,,,1.0,0,,,4.0,2,1,1,0,0,0,B12,45502
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,1,B12,45530
0,,,1.0,,,,2.0,2,1,1,0,0,0,B12,45531
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,45554
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,45583
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45592
1,2.0,2.0,,NA,1.0,3.0,,12,0,1,0,0,0,B12,45593
0,,,1.0,0,,,3.0,2,1,1,0,0,0,B12,45597
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45618
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45620
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45631
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45636
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,45637
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45638
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45648
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,45649
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45650
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45667
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,45669
1,12.0,2.0,,NA,1.0,3.0,,10,0,1,0,1,0,B12,45685
1,2.0,2.0,,NA,1.0,3.0,,12,0,1,0,1,0,B12,45686
0,,,1.0,,,,5.0,2,1,1,0,1,0,B12,45690
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,45714
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,45739
0,,,1.0,,,,1.0,2,1,1,0,1,1,B12,45746
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,1,B12,45748
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,45749
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,1,B12,45764
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,45765
0,,,0.0,NA,,,0.0,12,1,1,0,1,1,B12,45772
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,45774
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,0,B12,45775
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,45776
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,45793
0,,,1.0,,,,1.0,12,1,1,0,1,0,B12,45794
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,45797
1,2.0,2.0,,NA,0.0,,,12,0,1,0,1,0,B12,45798
0,,,1.0,,,,1.0,2,1,1,0,1,0,B12,45799
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,0,B12,45815
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,45822
0,,,1.0,0,,,6.0,2,1,1,0,0,0,B12,45825
0,,,1.0,0,,,1.0,2,1,1,0,0,1,B12,45839
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,45853
0,,,1.0,0,,,1.0,10,1,1,0,0,1,B12,45856
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45859
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,45860
0,,,1.0,0,,,1.0,2,1,1,0,0,0,B12,45863
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,0,0,0,B12,45881
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,45882
0,,,1.0,,,,2.0,2,1,1,0,0,0,B12,45883
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,45906
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,45920
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,1,B12,45935
0,,,0.0,NA,,,0.0,2,1,1,0,0,0,B12,45936
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,1,B12,45964
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45965
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45970
1,2.0,2.0,,NA,0.0,,,12,0,1,0,0,0,B12,45971
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45972
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,45977
1,2.0,2.0,,NA,1.0,1.0,,12,0,1,0,0,0,B12,45978
0,,,1.0,,,,1.0,2,1,1,0,0,0,B12,45979
