traitement;Bloc;plant;uc;localisation;position;pt_card;flor2011;sortieUC;Long;diametre;NbFeu;fhlong;fhlarg;fhsfol;fblong;fblarg;fbsfol
temoin;BL3;H11;1;IL 1;L;N;0;S11;3,3;3,87;9;11,3;2,9;24,25;16,4;4,4;53,4
temoin;BL3;H11;2,1;IL 1;A;N;0;S18;1,9;4,85;3;13;3,4;32,71;13;3,4;32,71
temoin;BL3;H11;3;IL 1;A;N;0;S11;5;5,57;12;14,8;3,5;38,33;22,4;6,2;102,77
temoin;BL3;H11;4;IL 1;L;N;1;2011;10,2;5,38;7;17;4,4;55,35;17,3;4,7;60,17
temoin;BL3;H11;5;IL 1;L;N;0;S11;5,5;4,06;10;10,4;2,7;20,78;13;4,6;44,25
temoin;BL3;H11;6;IL 2;A;S;0;2011;6,7;3,49;6;15,2;3,7;41,62;17,6;4,4;57,31
temoin;BL3;H11;7;IL 2;L;S;1;2011;8;3,76;6;11,7;3,2;27,71;17,2;4,3;54,73
temoin;BL3;H11;8;IL 2;A;S;0;S11;5;3,77;10;15,5;3,4;39;18,2;4,5;60,61
temoin;BL3;H11;9;IL 2;A;S;1;2011;13,6;5,89;7;15,2;3,4;38,24;15,4;3,5;39,89
temoin;BL3;H11;10;IL 2;L;S;0;S11;3,4;3,38;6;11,4;3,7;31,21;11,8;4,2;36,67
temoin;BL3;H11;11;R1;A;E;0;S11;4;4,38;10;9;2,4;15,98;13,2;4,1;40,05
temoin;BL3;H11;12;R1;A;E;1;2011;15;5,61;12;11;2,7;21,98;18,5;4;54,76
temoin;BL3;H11;13;R1;A;E;0;S11;5,4;5,3;13;8,8;3,1;20,19;13;5;48,1
temoin;BL3;H11;14;R1;L;E;0;S11;6,1;3,44;6;13,3;3,1;30,51;17,2;4,1;52,18
temoin;BL3;H11;15;R1;L;E;0;S11;6,2;4,42;7;13,7;3,6;36,5;19,7;6;87,47
temoin;BL3;H11;16;R 2;L;O;0;S11;6,8;3,66;5;16,2;4,2;50,35;19;5,2;73,11
temoin;BL3;H11;17;R 2;A;O;1;2011;8,7;5,4;9;18,2;4,4;59,26;18;4,4;58,61
temoin;BL3;H11;18;R 2;A;O;1;2011;13,5;5;2;16,1;3,8;45,27;16,1;3,8;45,27
temoin;BL3;H11;19;R 2;L;O;0;S11;16,7;3,62;6;11;5,4;43,96;15;5;55,5
temoin;BL3;H11;20,1;R 2;A;O;0;S18;4,2;4,23;11;12,4;2,9;26,61;9,5;2,7;18,98
taille-mars2012;BL3;H12;1;IL 1;A;N;1;2011;18,2;6,95;14;14,4;3,3;35,16;15,4;3,5;39,89
taille-mars2012;BL3;H12;2;IL 1;L;N;0;S11;5,7;4,04;10;10;3,6;26,64;21,5;5,2;82,73
taille-mars2012;BL3;H12;3;IL 1;L;N;0;S11;6,8;3,87;9;12,3;2,2;20,02;19,7;4;58,31
taille-mars2012;BL3;H12;4;IL 1;L;N;0;S11;3,2;2,76;4;12,5;3,4;31,45;12;3,8;33,74
taille-mars2012;BL3;H12;5,1;IL 1;L;N;0;S18;1,8;5,27;3;9,7;2,6;18,66;9,7;2,6;18,66
taille-mars2012;BL3;H12;6;IL 2;L;S;0;S11;4,3;3,47;10;8,5;2,6;16,35;12,3;3,2;29,13
taille-mars2012;BL3;H12;7;IL 2;L;S;1;2011;9,3;3,95;3;17,7;4,1;53,7;17,7;4,1;53,7
taille-mars2012;BL3;H12;8;IL 2;L;S;0;S11;8,6;4,6;7;14,2;3;31,52;19,5;4,7;67,82
taille-mars2012;BL3;H12;9;IL 2;L;S;1;2011;18,4;4,59;6;12,5;2,9;26,83;18;4,8;63,94
taille-mars2012;BL3;H12;10;IL 2;L;S;0;S11;10,2;5,77;10;11;3,1;25,23;20,5;5,2;78,88
taille-mars2012;BL3;H12;11;R1;L;E;1;2011;12,7;4,73;6;12,2;3;27,08;11,5;3,3;28,08
taille-mars2012;BL3;H12;12;R1;L;E;0;S11;7,5;3,3;8;11,5;2,7;22,98;15,7;3,8;44,15
taille-mars2012;BL3;H12;13,1;R1;L;E;0;S18;1,5;2,1;4;10,3;2,8;21,34;9,2;2,8;19,06
taille-mars2012;BL3;H12;13,2;R1;L;E;0;S18;1,2;2,03;3;12,9;3,5;33,41;12,9;3,5;33,41
taille-mars2012;BL3;H12;14;R1;A;E;1;2011;11,8;5,3;10;9,4;2,9;20,17;15,8;3,8;44,43
taille-mars2012;BL3;H12;15;R1;A;E;1;2011;6,9;5,06;12;10,7;2,7;21,38;11,9;2,7;23,78
taille-mars2012;BL3;H12;16;R 2;L;O;0;S11;8,3;3,25;7;12;2,4;21,31;10,5;2,9;22,53
taille-mars2012;BL3;H12;17;R 2;A;O;0;S11;8,8;7;16;11,6;2,5;21,46;16,2;5,2;62,34
taille-mars2012;BL3;H12;18;R 2;A;O;1;2011;7,5;3,91;2;18,5;4,3;58,87;18,5;4,3;58,87
taille-mars2012;BL3;H12;19;R 2;L;O;0;S11;9,2;4,25;8;11,8;3,5;30,56;21,2;6,2;97,27
taille-mars2012;BL3;H12;20;R 2;L;O;1;2011;20;5,76;5;15,8;3,5;40,92;17,9;4;52,98
taille-mars2012;BL3;H13;1;IL 1;L;N;0;S11;9,7;4,28;7;12,8;3;28,42;16,8;4,8;59,67
taille-mars2012;BL3;H13;2;IL 1;L;N;0;S11;10,7;4,95;7;8,4;2,2;13,68;22;5,6;91,17
taille-mars2012;BL3;H13;3;IL 1;L;N;0;S11;5,7;3,37;5;15,9;3,9;45,89;17,7;4,7;61,56
taille-mars2012;BL3;H13;4;IL 1;A;N;0;S11;9,5;6,18;10;16,7;3,8;46,96;24,1;6,6;117,7
taille-mars2012;BL3;H13;5;IL 1;L;N;1;2011;5,3;4,1;4;15,6;3,8;43,87;15,8;4,2;49,11
taille-mars2012;BL3;H13;6;IL 2;L;S;0;S11;6;3,46;7;10,8;2,5;19,98;18,9;4,3;60,14
taille-mars2012;BL3;H13;7;IL 2;A;S;0;S11;6,6;5,75;14;11,4;2,9;24,46;16,9;4,2;52,53
taille-mars2012;BL3;H13;8;IL 2;L;S;0;S11;5,3;3,9;6;16,1;3,8;45,27;18,6;4,7;64,69
taille-mars2012;BL3;H13;9;IL 2;A;S;0;S11;6,7;6,15;12;16,2;3,3;39,56;21,6;5,5;87,91
taille-mars2012;BL3;H13;10;IL 2;L;S;0;S11;6,5;5,18;8;17,4;3,9;50,22;25,9;6;115
taille-mars2012;BL3;H13;11;R1;A;E;0;S11;7,6;5,6;13;14;3;31,08;18,1;4,2;56,25
taille-mars2012;BL3;H13;12;R1;A;E;0;S11;5,2;4,25;8;10,5;2,6;20,2;14,4;4,3;45,82
taille-mars2012;BL3;H13;13;R1;L;E;1;2011;8,5;3,04;7;11,6;2,8;24,04;9,7;2,6;18,66
taille-mars2012;BL3;H13;14;R1;L;E;0;S11;12;4,56;8;11,8;3,4;29,69;14,2;3,5;36,78
taille-mars2012;BL3;H13;15;R1;A;E;0;2011;4,5;3,56;3;17,9;5;66,23;17,9;5;66,23
taille-mars2012;BL3;H13;16;R 2;L;O;0;S11;4,2;4,35;6;11,9;3,1;27,3;4,1;4,8;14,56
taille-mars2012;BL3;H13;17;R 2;A;O;0;S11;7,9;6,39;18;10,5;2,4;18,65;14,9;5;55,13
taille-mars2012;BL3;H13;18;R 2;A;O;0;S11;6;4,7;11;15,8;3,6;42,09;19,5;4,9;70,71
taille-mars2012;BL3;H13;19;R 2;A;O;0;S11;5,5;4,73;10;16,5;3,5;42,74;16,5;3,8;46,4
taille-mars2012;BL3;H13;20;R 2;A;O;1;2011;17,5;4,72;8;11,3;2,9;24,25;14,5;3;32,19
taille-mars2012;BL3;H14;1;IL 1;L;N;1;2011;11,2;4,34;9;12,5;3;27,75;19,5;4,6;66,38
taille-mars2012;BL3;H14;2;IL 1;L;N;0;2011;6,2;2,98;4;14,2;5,4;56,74;15,7;4,4;51,12
taille-mars2012;BL3;H14;3;IL 1;A;N;0;S11;3,2;3,53;7;13,8;3,5;35,74;13,5;3,2;31,97
taille-mars2012;BL3;H14;4;IL 1;L;N;0;2011;6,2;3,33;5;16,2;3,6;43,16;17;4,8;60,38
taille-mars2012;BL3;H14;5;IL 1;A;N;0;2011;8,8;3,28;6;13;3,4;32,71;13,5;3,5;34,97
taille-mars2012;BL3;H14;6;IL 2;L;S;0;2011;13,2;4,15;7;14,5;3,5;37,56;17,4;4,9;63,09
taille-mars2012;BL3;H14;7,1;IL 2;A;S;0;S18;4,1;2,93;5;11;3,4;27,68;10,7;3,5;27,71
taille-mars2012;BL3;H14;8,1;IL 2;A;S;0;S18;2,7;2,85;4;9,4;2,5;17,39;15,8;4,3;50,28
taille-mars2012;BL3;H14;9,1;IL 2;A;S;0;S18;3,5;3,23;7;13,6;3,8;38,24;12,9;3,6;34,37
taille-mars2012;BL3;H14;10;IL 2;A;S;1;2011;7,3;4,23;4;12;2,7;23,98;15,5;3,4;39
taille-mars2012;BL3;H14;11,1;R1;L;E;0;S18;2,6;2,33;4;10,2;3,3;24,91;9,4;3;20,87
taille-mars2012;BL3;H14;11,2;R1;L;E;0;S18;2,8;2,63;7;7,5;2,4;13,32;12,5;3,4;31,45
taille-mars2012;BL3;H14;11,3;R1;L;E;0;S18;3,6;3,14;8;8;2,4;14,21;8,5;2,8;17,61
taille-mars2012;BL3;H14;11,4;R1;L;E;0;S18;3,5;2,6;7;7,7;2,3;13,11;14,7;3,8;41,34
taille-mars2012;BL3;H14;12;R1;L;E;1;2011;18,8;5,01;10;10,6;2,8;21,96;19,5;5;72,15
taille-mars2012;BL3;H14;13;R1;L;E;0;2011;9,3;3,61;7;14,2;3,2;33,63;19,6;5,2;75,42
taille-mars2012;BL3;H14;14;R1;A;E;0;S11;5,2;4,94;11;9;3,2;21,31;16,4;5,1;61,89
taille-mars2012;BL3;H14;15;R1;L;E;0;2011;3,6;2,55;2;17,8;5,6;73,76;17,8;5,6;73,76
taille-mars2012;BL3;H14;16,1;R 2;L;O;0;S18;4,5;3,5;5;16;3,7;43,81;21;4,8;74,59
taille-mars2012;BL3;H14;16,2;R 2;L;O;0;S18;2,2;1,89;2;13,3;3,3;32,48;13,3;3,3;32,48
taille-mars2012;BL3;H14;17;R 2;L;O;0;2011;10,2;3,58;4;11,8;3,1;27,07;8,4;2,2;13,68
taille-mars2012;BL3;H14;18,1;R 2;L;O;0;S18;1,8;2,14;1;15,5;4,2;48,17;15;4,2;46,62
taille-mars2012;BL3;H14;19,1;R 2;L;O;0;S18;1,8;2,13;4;6,2;1,4;6,42;12,3;3,2;29,13
taille-mars2012;BL3;H14;20,1;R 2;L;O;0;S18;4;2,84;3;14,7;3,6;39,16;14,7;3,6;39,16
taille-mars2012;BL3;H14;20,2;R 2;L;O;0;S18;5,5;3,01;5;11,9;2,6;22,9;17,8;4,5;59,27
taille-mars2012;BL3;H14;20,3;R 2;L;O;0;S18;6;3,7;5;14,5;3,3;35,41;19,3;4,5;64,27
taille-mars2012;BL3;H15;1;IL 1;L;N;1;2011;13,5;6,06;12;12,3;2,9;26,4;13,4;3,6;35,7
taille-mars2012;BL3;H15;2;IL 1;A;N;0;S11;2,2;4,47;7;15,4;4;45,58;18;5,9;78,59
taille-mars2012;BL3;H15;3;IL 1;L;N;1;2011;12,3;4,62;8;14;3,4;35,22;15,2;3,2;35,99
taille-mars2012;BL3;H15;4;IL 1;A;N;0;S11;6,8;5,1;10;16,3;3,9;47,04;20,6;6;91,46
taille-mars2012;BL3;H15;5;IL 1;A;N;1;2011;8;6,2;12;16,5;3,9;47,62;19;4,7;66,08
taille-mars2012;BL3;H15;6;IL 2;A;S;1;2011;9,7;5,56;12;17,6;3,4;44,28;15,2;3,9;43,87
taille-mars2012;BL3;H15;7;IL 2;A;S;1;2011;7;5,11;10;12,1;3,6;32,23;14;4,3;44,55
taille-mars2012;BL3;H15;8;IL 2;L;S;0;S11;4,2;4,01;6;14,5;3,8;40,77;22,8;6,5;109,67
taille-mars2012;BL3;H15;9;IL 2;L;S;1;2011;12,2;4,6;8;15,2;3,9;43,87;18,7;4,9;67,81
taille-mars2012;BL3;H15;10;IL 2;L;S;1;2011;11,2;5,17;8;16,7;4,2;51,9;19,7;4,9;71,43
taille-mars2012;BL3;H15;11;R1;L;E;1;2011;10,7;4,85;7;14,8;3,6;39,43;19,3;4,7;67,13
taille-mars2012;BL3;H15;12;R1;L;E;1;2011;8,2;4,04;7;12,4;3,3;30,28;15,6;4,2;48,48
taille-mars2012;BL3;H15;13;R1;A;E;1;2011;5,3;3,52;6;11,2;3,1;25,69;18,6;4,4;60,56
taille-mars2012;BL3;H15;14;R1;A;E;1;2011;9,3;6,2;15;14,1;3,7;38,61;15,9;4;47,06
taille-mars2012;BL3;H15;15;R1;A;E;1;2011;7,7;5,33;13;11,5;3,2;27,23;15,4;3,8;43,3
taille-mars2012;BL3;H15;16;R 2;A;O;0;S11;5,2;4,85;9;19,8;4,6;67,4;20,2;5,9;88,19
taille-mars2012;BL3;H15;17;R 2;A;O;0;S11;4,3;3,29;6;13,3;4,1;40,35;15,7;4,6;53,44
taille-mars2012;BL3;H15;18;R 2;L;O;1;2011;6,5;4,36;9;15,2;4,3;48,37;21,2;6,1;95,7
taille-mars2012;BL3;H15;19;R 2;A;O;1;2011;8,2;5,65;7;19,8;5,3;77,66;19,8;5,3;77,66
taille-mars2012;BL3;H15;20;R 2;L;O;0;S11;5,4;3,42;4;17,5;4;51,8;22,1;5,8;94,85
taille-mars2012;BL3;H16;1;IL 1;L;N;0;S11;4,2;3,84;6;13,2;3,2;31,26;14,2;3,1;32,57
taille-mars2012;BL3;H16;2;IL 1;A;N;0;S11;3;4,41;9;10,2;2,6;19,62;12,3;3,3;30,04
taille-mars2012;BL3;H16;3;IL 1;L;N;1;2011;10,6;3,74;4;10,7;2,8;22,17;12,1;3,2;28,65
taille-mars2012;BL3;H16;4;IL 1;L;N;0;S11;4,2;4,27;7;12;3;26,64;22;6,2;100,94
taille-mars2012;BL3;H16;5;IL 1;L;N;0;S11;6,2;3,95;7;8,3;2,6;15,97;23,4;6,7;116,02
taille-mars2012;BL3;H16;6;IL 2;A;S;0;S11;5;3,44;7;14;3,4;35,22;16,3;3,9;47,04
taille-mars2012;BL3;H16;7;IL 2;L;S;0;S11;4,3;3,7;8;12,2;2,9;26,18;16;4,2;49,73
taille-mars2012;BL3;H16;8;IL 2;L;S;0;S11;6,2;4,27;8;12,8;3,2;30,31;20,8;5;76,96
taille-mars2012;BL3;H16;9;IL 2;L;S;0;S11;6,7;6;9;11,5;3,8;32,34;18,8;6;83,47
taille-mars2012;BL3;H16;10;IL 2;L;S;0;S11;7;3,13;8;7,4;2,2;12,05;15,4;4,5;51,28
taille-mars2012;BL3;H16;11;R1;L;E;0;S11;8,2;4,52;9;11,6;2,9;24,89;22,2;5,7;93,64
taille-mars2012;BL3;H16;12;R1;L;E;0;S11;6,3;3,25;7;7,5;2,1;11,66;14,5;4,8;51,5
taille-mars2012;BL3;H16;13;R1;L;E;0;S11;6,4;4,5;7;10;3;22,2;21,2;6,5;101,97
taille-mars2012;BL3;H16;14;R1;L;E;0;S11;2,7;2,63;4;10,9;3,1;25;15,5;5;57,35
taille-mars2012;BL3;H16;15;R1;L;E;0;S11;5,3;4,05;8;13;3,3;31,75;21,2;6;94,13
taille-mars2012;BL3;H16;16;R 2;A;O;1;2011;6,2;4,54;6;12,3;3,4;30,95;16,3;3,2;38,6
taille-mars2012;BL3;H16;17;R 2;A;O;0;S11;1,7;3,1;3;11,9;3,2;28,18;11,9;3,2;28,18
taille-mars2012;BL3;H16;18;R 2;L;O;1;2011;13,3;4,16;5;13,2;3,8;37,12;13,3;3,4;33,46
taille-mars2012;BL3;H16;19;R 2;L;O;0;S11;17,2;3,48;7;13,1;3,1;30,05;19,2;5,1;72,46
taille-mars2012;BL3;H16;20;R 2;L;O;1;2011;7,4;3,47;5;18,5;4,5;61,61;18,8;4,5;62,6
